experimentId,pairId,precision,recall,fMeasure,executionTime,matcher,truePositives,falsePositives,falseNegatives
exp2,cmt-conference,0.5714285714285714,0.4444444444444444,0.5,768,COMA,4,3,5
exp2,cmt-conference,0.09090909090909091,0.4444444444444444,0.1509433962264151,3051,LogMap,4,40,5
exp2,cmt-confOf,0.6666666666666666,0.3333333333333333,0.4444444444444444,195,COMA,4,2,8
exp2,cmt-confOf,0.08695652173913043,0.3333333333333333,0.13793103448275862,1931,LogMap,4,42,8
exp2,cmt-edas,0.4666666666666667,0.875,0.608695652173913,122,COMA,7,8,1
exp2,cmt-edas,0.15,0.75,0.24999999999999997,1069,LogMap,6,34,2
exp2,cmt-ekaw,0.3333333333333333,0.7142857142857143,0.4545454545454545,124,COMA,5,10,2
exp2,cmt-ekaw,0.10810810810810811,0.5714285714285714,0.18181818181818182,1717,LogMap,4,33,3
exp2,cmt-iasted,0.6666666666666666,1.0,0.8,79,COMA,4,2,0
exp2,cmt-iasted,0.022222222222222223,0.25,0.04081632653061225,785,LogMap,1,44,3
exp2,cmt-sigkdd,0.75,0.8571428571428571,0.7999999999999999,119,COMA,6,2,1
exp2,cmt-sigkdd,0.12903225806451613,0.5714285714285714,0.2105263157894737,1019,LogMap,4,27,3
exp2,conference-confOf,0.6,0.75,0.6666666666666665,76,COMA,3,2,1
exp2,conference-confOf,0.03225806451612903,0.5,0.06060606060606061,885,LogMap,2,60,2
exp2,conference-edas,0.5,0.5,0.5,85,COMA,4,4,4
exp2,conference-edas,0.05454545454545454,0.375,0.09523809523809523,863,LogMap,3,52,5
exp2,conference-ekaw,0.3333333333333333,0.25,0.28571428571428575,67,COMA,2,4,6
exp2,conference-ekaw,0.017241379310344827,0.125,0.0303030303030303,1224,LogMap,1,57,7
exp2,conference-iasted,0.5,0.4,0.4444444444444445,67,COMA,2,2,3
exp2,conference-iasted,0.0,0.0,0.0,714,LogMap,0,57,5
exp2,conference-sigkdd,0.75,0.5,0.6,62,COMA,3,1,3
exp2,conference-sigkdd,0.0,0.0,0.0,732,LogMap,0,51,6
exp2,confOf-edas,0.5,0.3333333333333333,0.4,80,COMA,2,2,4
exp2,confOf-edas,0.015384615384615385,0.16666666666666666,0.028169014084507043,2481,LogMap,1,64,5
exp2,confOf-ekaw,0.0,0.0,0.0,64,COMA,0,1,5
exp2,confOf-ekaw,0.0,0.0,0.0,1321,LogMap,0,64,5
exp2,confOf-sigkdd,1.0,0.25,0.4,91,COMA,1,0,3
exp2,confOf-sigkdd,0.0,0.0,0.0,1198,LogMap,0,60,4
exp2,edas-ekaw,0.4444444444444444,0.4,0.4210526315789474,109,COMA,4,5,6
exp2,edas-ekaw,0.06896551724137931,0.4,0.1176470588235294,956,LogMap,4,54,6
exp2,edas-iasted,0.5714285714285714,0.8,0.6666666666666666,94,COMA,4,3,1
exp2,edas-iasted,0.046875,0.6,0.08695652173913043,3126,LogMap,3,61,2
exp2,edas-sigkdd,0.75,1.0,0.8571428571428571,100,COMA,6,2,0
exp2,edas-sigkdd,0.1,1.0,0.18181818181818182,864,LogMap,6,54,0
exp2,ekaw-iasted,0.75,0.75,0.75,101,COMA,3,1,1
exp2,ekaw-iasted,0.04411764705882353,0.75,0.08333333333333334,1103,LogMap,3,65,1
exp2,ekaw-sigkdd,0.625,0.7142857142857143,0.6666666666666666,66,COMA,5,3,2
exp2,ekaw-sigkdd,0.1016949152542373,0.8571428571428571,0.18181818181818182,1277,LogMap,6,53,1
exp2,iasted-sigkdd,0.3333333333333333,0.3333333333333333,0.3333333333333333,57,COMA,1,2,2
exp2,iasted-sigkdd,0.04,1.0,0.07692307692307693,1010,LogMap,3,72,0
